product,year,variable,start_col,width,stata_type,source_label
birth,1975,dbirwt,73,4,int,Birthweight
birth,1975,birwt12,77,2,byte,Birthweight Recode 12
birth,1975,birwt3,79,1,byte,Birthweight Recode 3
birth,1975,dplural,81,1,byte,Plurality (1975 on)
birth,1975,plural3,82,1,byte,Plurality recode 3
birth,1975,plural2,83,1,byte,Plurality recode 2
birth,1975,birmon,84,2,byte,Month of birth
birth,1975,birday,86,2,byte,Birth Date - Day
birth,1975,lmpmon,88,2,byte,Month Last Normal Menses Began
birth,1975,lmpday,90,2,byte,Day Last Normal Menses Began
birth,1975,lmpyr,92,1,str1,Year Last Normal Menses Began
birth,1975,dgestat,93,2,byte,Gestation
birth,1975,gestat10,95,2,byte,Gestation Recode 10
birth,1975,gestat3,97,1,byte,Gestation Recode 3
birth,1975,dmeduc,98,2,byte,Education of Mother Detail
birth,1975,meduc14,100,2,byte,Education of Mother Recode 14
birth,1975,meduc6,102,1,byte,Education of Mother Recode 6
birth,1975,dfeduc,103,2,byte,Education of Father
birth,1975,feduc14,105,2,byte,Education of Father Recode 14
birth,1975,dlegit,107,1,byte,Legitimacy
birth,1975,legit3,108,1,byte,Legitimacy recode 3
birth,1975,monprec,109,1,str1,Detail Month Prenatal Care began
birth,1975,mpre10,110,2,byte,Month Prenatal Care began Recode 10
birth,1975,mpre6,112,1,byte,Month Prenatal Care began Recode 6
birth,1975,llbmon,113,2,byte,Month of Last Live Birth
birth,1975,llbyr,115,2,byte,Year of Last Live Birth
birth,1975,disllb,117,3,int,Interval since last live birth
birth,1975,isllb17,120,2,byte,Interval since last live birth Recode 17
birth,1975,isllb10,122,2,byte,Interval since last live birth Recode 10
birth,1975,isllb8,124,1,byte,Interval since last live birth Recode 8
birth,1975,lfdmon,125,2,byte,Date of Last Fetal Death - Month
birth,1975,lfdyr,127,2,byte,Date of Last Fetal Death - Year
birth,1975,dlfd,130,3,int,Detail Interval Since Last Fetal Death
birth,1975,dterm,133,3,int,Detail Interval Since Termination of Last Pregnancy
birth,1975,term9,136,1,byte,Interval Since Termination of Last Pregnancy Recode 9
birth,1975,outcome,137,1,byte,Outcome of Last Pregnancy
birth,1975,mplbir,138,2,byte,Mother's Place of Birth
birth,1975,nprevis,140,2,byte,Total Number of Prenatal Visits
birth,1975,legitstrflg,146,1,byte,Legitimacy (by state) flag
birth,1975,educstrflg,147,1,byte,Education of Parents (By State) flag
birth,1975,lmprflg,148,1,byte,Date of Last Normal Menses (by state) flag
birth,1975,monprerflg,149,1,byte,Month prenatal care began (by state) flag
birth,1975,llbrflg,150,1,byte,Date of Last Live Birth (by State) flag
birth,1975,lfdrflg,151,1,byte,Date of Last Fetal Death (by State) flag
birth,1975,legitsmsarflg,152,1,byte,Legitimacy (by smsa) flag
birth,1975,educsmsarflg,153,1,byte,Education of Parents (By State) flag
birth,1975,congenrflg,154,1,byte,Congenital Malformations (by state) flag
birth,1975,nprevisrflg,155,1,byte,Total Number of Prenatal Visits (by state) flag
birth,1975,injuryrflg,156,1,byte,Birth Injuries (by state) flag (Not 1972)
birth,1975,legitstoflg,161,1,byte,Legitimacy (by state) flag
birth,1975,educstoflg,162,1,byte,Educationof Parents (by state) flag
birth,1975,lmpoflg,163,1,byte,Date of last normal menses (by state) flg
birth,1975,monpreoflg,164,1,byte,Month prenatal care began (by state)
birth,1975,llboflg,165,1,byte,Date of last live birth (by state) flag
birth,1975,lfdoflg,166,1,byte,Date of last fetal death (by state) flag
birth,1975,congenflg,167,1,byte,Congenital Malformations (by state) flag
birth,1975,nprevisoflg,168,1,byte,Total Number of Prenatal Visits (by state) flag
birth,1975,injuryoflg,169,1,byte,Birth Injuries (by state) flag (Not 1972)
birth,1975,attend,176,1,byte,Person in Attendance (Effective 1975)
birth,1975,recwt,208,1,byte,Record Weight
birth,1975,nprev28,209,2,byte,Number of Prenatal Visits Recode
birth,1976,datayear,1,1,byte,Data year
birth,1976,shipnum,2,2,str2,Shipment number
birth,1976,reparea,4,1,str1,Reporting Area
birth,1976,rectype,11,1,byte,Record type
birth,1976,restatus,12,1,byte,Resident status
birth,1976,stateres,13,2,str2,NCHS State of Residence
birth,1976,cntyres,13,5,str5,NCHS County of Residence
birth,1976,cityres,18,3,str3,NCHS City of Residence
birth,1976,citrspop,21,1,str1,Population size - place of residence
birth,1976,smsares,22,3,str3,Standard Metropolitan Statistical Area SMSA of residence
birth,1976,metrores,25,1,str1,Met/Nonmet county of residence
birth,1976,divres,26,1,byte,Division of residence
birth,1976,stsubres,26,2,byte,State Subcode of Residence
birth,1976,statenat,28,2,str2,NCHS State of Occurence
birth,1976,cntynat,28,5,str5,NCHS County of Occurence
birth,1976,divocc,33,1,byte,Division of occurrence
birth,1976,stsubocc,33,2,byte,State Subcode of occurrence
birth,1976,csex,35,1,byte,Sex of Child
birth,1976,birattnd,36,1,byte,Attendant at birth
birth,1976,frace,37,1,byte,Race of Father
birth,1976,mrace,38,1,byte,Race of Mother
birth,1976,crace,39,1,byte,Race of Child
birth,1976,crace3,40,1,byte,Race of Child Recode
birth,1976,dmage,41,2,byte,Age of Mother
birth,1976,mage36,43,2,byte,Age of Mother recode 36
birth,1976,mage15,45,2,byte,Age of Mother recode 15
birth,1976,mage12,47,2,byte,Age of Mother recode 12
birth,1976,mage8,49,1,byte,Age of Mother recode 8
birth,1976,mage7,50,1,byte,Age of Mother recode 7
birth,1976,mage6,51,1,byte,Age of Mother recode 6
birth,1976,nlbnl,52,2,byte,Born alive - now living
birth,1976,nlbnd,54,2,byte,Born alive - now dead
birth,1976,nlbd,56,2,byte,Number of children born dead ( fetal deaths )
birth,1976,dtotord,58,2,byte,Total birth order
birth,1976,totord9,60,1,byte,Total birth order recode
birth,1976,dlivord,61,2,byte,Detail Live birth order
birth,1976,livord9,63,1,byte,Live birth order Recode 9
birth,1976,livord8,64,1,byte,Live birth order Recode 8
birth,1976,livord7,65,1,byte,Live birth order Recode 7
birth,1976,livord6,66,1,byte,Live birth order Recode 6
birth,1976,livord3,67,1,byte,Live birth order Recode 3
birth,1976,dfage,69,2,byte,Age of Father
birth,1976,fage11,71,2,byte,Age of Father Recode
birth,1976,dbirwt,73,4,int,Birthweight
birth,1976,birwt12,77,2,byte,Birthweight Recode 12
birth,1976,birwt3,79,1,byte,Birthweight Recode 3
birth,1976,dplural,81,1,byte,Pluarlity (1975 on)
birth,1976,plural3,82,1,byte,Plurality recode 3
birth,1976,plural2,83,1,byte,Plurality recode 2
birth,1976,birmon,84,2,byte,Month of birth
birth,1976,birday,86,2,byte,Birth Date - Day
birth,1976,lmpmon,88,2,byte,Month Last Normal Menses Began
birth,1976,lmpday,90,2,byte,Day Last Normal Menses Began
birth,1976,lmpyr,92,1,str1,Year Last Normal Menses Began
birth,1976,dgestat,93,2,byte,Gestation
birth,1976,gestat10,95,2,byte,Gestation Recode 10
birth,1976,gestat3,97,1,byte,Gestation Recode 3
birth,1976,dmeduc,98,2,byte,Education of Mother Detail
birth,1976,meduc14,100,2,byte,Education of Mother Recode 14
birth,1976,meduc6,102,1,byte,Education of Mother Recode 6
birth,1976,dfeduc,103,2,byte,Education of Father
birth,1976,feduc14,105,2,byte,Education of Father Recode 14
birth,1976,dlegit,107,1,byte,Legitimacy
birth,1976,legit3,108,1,byte,Legitimacy recode 3
birth,1976,monprec,109,1,str1,Detail Month Prenatal Care began
birth,1976,mpre10,110,2,byte,Month Prenatal Care began Recode 10
birth,1976,mpre6,112,1,byte,Month Prenatal Care began Recode 6
birth,1976,llbmon,113,2,byte,Month of Last Live Birth
birth,1976,llbyr,115,2,byte,Year of Last Live Birth
birth,1976,disllb,117,3,int,Interval since last live birth
birth,1976,isllb17,120,2,byte,Interval since last live birth Recode 17
birth,1976,isllb10,122,2,byte,Interval since last live birth Recode 10
birth,1976,isllb8,124,1,byte,Interval since last live birth Recode 8
birth,1976,lfdmon,125,2,byte,Date of Last Fetal Death - Month
birth,1976,lfdyr,127,2,byte,Date of Last Fetal Death - Year
birth,1976,dlfd,130,3,int,Detail Interval Since Last Fetal Death
birth,1976,dterm,133,3,int,Detail Interval Since Termination of Last Pregnancy
birth,1976,term9,136,1,byte,Interval Since Termination of Last Pregnancy Recode 9
birth,1976,outcome,137,1,byte,Outcome of Last Pregnancy
birth,1976,mplbir,138,2,byte,Mother's Place of Birth
birth,1976,nprevis,140,2,byte,Total Number of Prenatal Visits
birth,1976,legitstrflg,146,1,byte,Legitimacy (by state) flag
birth,1976,educstrflg,147,1,byte,Education of Parents (By State) flag
birth,1976,lmprflg,148,1,byte,Date of Last Normal Menses (by state) flag
birth,1976,monprerflg,149,1,byte,Month prenatal care began (by state) flag
birth,1976,llbrflg,150,1,byte,Date of Last Live Birth (by State) flag
birth,1976,lfdrflg,151,1,byte,Date of Last Fetal Death (by State) flag
birth,1976,legitsmsarflg,152,1,byte,Legitimacy (by smsa) flag
birth,1976,educsmsarflg,153,1,byte,Education of Parents (By State) flag
birth,1976,congenrflg,154,1,byte,Congenital Malformations (by state) flag
birth,1976,nprevisrflg,155,1,byte,Total Number of Prenatal Visits (by state) flag
birth,1976,injuryrflg,156,1,byte,Birth Injuries (by state) flag (Not 1972)
birth,1976,legitstoflg,161,1,byte,Legitimacy (by state) flag
birth,1976,educstoflg,162,1,byte,Educationof Parents (by state) flag
birth,1976,lmpoflg,163,1,byte,Date of last normal menses (by state) flg
birth,1976,monpreoflg,164,1,byte,Month prenatal care began (by state)
birth,1976,llboflg,165,1,byte,Date of last live birth (by state) flag
birth,1976,lfdoflg,166,1,byte,Date of last fetal death (by state) flag
birth,1976,congenflg,167,1,byte,Congenital Malformations (by state) flag
birth,1976,nprevisoflg,168,1,byte,Total Number of Prenatal Visits (by state) flag
birth,1976,injuryoflg,169,1,byte,Birth Injuries (by state) flag (Not 1972)
birth,1976,attend,176,1,byte,Person in Attendance
birth,1976,recwt,208,1,byte,Record Weight
birth,1976,nprev28,209,2,byte,Number of Prenatal Visits Recode
birth,1977,datayear,1,1,byte,Data year
birth,1977,shipnum,2,2,str2,Shipment number
birth,1977,reparea,4,1,str1,Reporting Area
birth,1977,rectype,11,1,byte,Record type
birth,1977,restatus,12,1,byte,Resident status
birth,1977,stateres,13,2,str2,NCHS State of Residence
birth,1977,cntyres,13,5,str5,NCHS County of Residence
birth,1977,cityres,18,3,str3,NCHS City of Residence
birth,1977,citrspop,21,1,str1,Population size - place of residence
birth,1977,smsares,22,3,str3,Standard Metropolitan Statistical Area SMSA of residence
birth,1977,metrores,25,1,str1,Met/Nonmet county of residence
birth,1977,divres,26,1,byte,Division of residence
birth,1977,stsubres,26,2,byte,State Subcode of Residence
birth,1977,statenat,28,2,str2,NCHS State of Occurence
birth,1977,cntynat,28,5,str5,NCHS County of Occurence
birth,1977,divocc,33,1,byte,Division of occurrence
birth,1977,stsubocc,33,2,byte,State Subcode of occurrence
birth,1977,csex,35,1,byte,Sex of Child
birth,1977,birattnd,36,1,byte,Attendant at birth
birth,1977,frace,37,1,byte,Race of Father
birth,1977,mrace,38,1,byte,Race of Mother
birth,1977,crace,39,1,byte,Race of Child
birth,1977,crace3,40,1,byte,Race of Child Recode
birth,1977,dmage,41,2,byte,Age of Mother
birth,1977,mage36,43,2,byte,Age of Mother recode 36
birth,1977,mage15,45,2,byte,Age of Mother recode 15
birth,1977,mage12,47,2,byte,Age of Mother recode 12
birth,1977,mage8,49,1,byte,Age of Mother recode 8
birth,1977,mage7,50,1,byte,Age of Mother recode 7
birth,1977,mage6,51,1,byte,Age of Mother recode 6
birth,1977,nlbnl,52,2,byte,Born alive - now living
birth,1977,nlbnd,54,2,byte,Born alive - now dead
birth,1977,nlbd,56,2,byte,Number of children born dead ( fetal deaths )
birth,1977,dtotord,58,2,byte,Total birth order
birth,1977,totord9,60,1,byte,Total birth order recode
birth,1977,dlivord,61,2,byte,Detail Live birth order
birth,1977,livord9,63,1,byte,Live birth order Recode 9
birth,1977,livord8,64,1,byte,Live birth order Recode 8
birth,1977,livord7,65,1,byte,Live birth order Recode 7
birth,1977,livord6,66,1,byte,Live birth order Recode 6
birth,1977,livord3,67,1,byte,Live birth order Recode 3
birth,1977,dfage,69,2,byte,Age of Father
birth,1977,fage11,71,2,byte,Age of Father Recode
birth,1977,dbirwt,73,4,int,Birthweight
birth,1977,birwt12,77,2,byte,Birthweight Recode 12
birth,1977,birwt3,79,1,byte,Birthweight Recode 3
birth,1977,dplural,81,1,byte,Plurality (1975 on)
birth,1977,plural3,82,1,byte,Plurality recode 3
birth,1977,plural2,83,1,byte,Plurality recode 2
birth,1977,birmon,84,2,byte,Month of birth
birth,1977,birday,86,2,byte,Birth Date - Day
birth,1977,lmpmon,88,2,byte,Month Last Normal Menses Began
birth,1977,lmpday,90,2,byte,Day Last Normal Menses Began
birth,1977,lmpyr,92,1,str1,Year Last Normal Menses Began
birth,1977,dgestat,93,2,byte,Gestation
birth,1977,gestat10,95,2,byte,Gestation Recode 10
birth,1977,gestat3,97,1,byte,Gestation Recode 3
birth,1977,dmeduc,98,2,byte,Education of Mother Detail
birth,1977,meduc14,100,2,byte,Education of Mother Recode 14
birth,1977,meduc6,102,1,byte,Education of Mother Recode 6
birth,1977,dfeduc,103,2,byte,Education of Father
birth,1977,feduc14,105,2,byte,Education of Father Recode 14
birth,1977,dlegit,107,1,byte,Legitimacy
birth,1977,legit3,108,1,byte,Legitimacy recode 3
birth,1977,monprec,109,1,str1,Detail Month Prenatal Care began
birth,1977,mpre10,110,2,byte,Month Prenatal Care began Recode 10
birth,1977,mpre6,112,1,byte,Month Prenatal Care began Recode 6
birth,1977,llbmon,113,2,byte,Month of Last Live Birth
birth,1977,llbyr,115,2,byte,Year of Last Live Birth
birth,1977,disllb,117,3,int,Interval since last live birth
birth,1977,isllb17,120,2,byte,Interval since last live birth Recode 17
birth,1977,isllb10,122,2,byte,Interval since last live birth Recode 10
birth,1977,isllb8,124,1,byte,Interval since last live birth Recode 8
birth,1977,lfdmon,125,2,byte,Date of Last Fetal Death - Month
birth,1977,lfdyr,127,2,byte,Date of Last Fetal Death - Year
birth,1977,dlfd,130,3,int,Detail Interval Since Last Fetal Death
birth,1977,dterm,133,3,int,Detail Interval Since Termination of Last Pregnancy
birth,1977,term9,136,1,byte,Interval Since Termination of Last Pregnancy Recode 9
birth,1977,outcome,137,1,byte,Outcome of Last Pregnancy
birth,1977,mplbir,138,2,byte,Mother's Place of Birth
birth,1977,nprevis,140,2,byte,Total Number of Prenatal Visits
birth,1977,legitstrflg,146,1,byte,Legitimacy (by state) flag
birth,1977,educstrflg,147,1,byte,Education of Parents (By State) flag
birth,1977,lmprflg,148,1,byte,Date of Last Normal Menses (by state) flag
birth,1977,monprerflg,149,1,byte,Month prenatal care began (by state) flag
birth,1977,llbrflg,150,1,byte,Date of Last Live Birth (by State) flag
birth,1977,lfdrflg,151,1,byte,Date of Last Fetal Death (by State) flag
birth,1977,legitsmsarflg,152,1,byte,Legitimacy (by smsa) flag
birth,1977,educsmsarflg,153,1,byte,Education of Parents (By State) flag
birth,1977,congenrflg,154,1,byte,Congenital Malformations (by state) flag
birth,1977,nprevisrflg,155,1,byte,Total Number of Prenatal Visits (by state) flag
birth,1977,injuryrflg,156,1,byte,Birth Injuries (by state) flag (Not 1972)
birth,1977,legitstoflg,161,1,byte,Legitimacy (by state) flag
birth,1977,educstoflg,162,1,byte,Educationof Parents (by state) flag
birth,1977,lmpoflg,163,1,byte,Date of last normal menses (by state) flg
birth,1977,monpreoflg,164,1,byte,Month prenatal care began (by state)
birth,1977,llboflg,165,1,byte,Date of last live birth (by state) flag
birth,1977,lfdoflg,166,1,byte,Date of last fetal death (by state) flag
birth,1977,congenflg,167,1,byte,Congenital Malformations (by state) flag
birth,1977,nprevisoflg,168,1,byte,Total Number of Prenatal Visits (by state) flag
birth,1977,injuryoflg,169,1,byte,Birth Injuries (by state) flag (Not 1972)
birth,1977,attend,176,1,byte,Person in Attendance
birth,1977,recwt,208,1,byte,Record Weight
birth,1977,nprev28,209,2,byte,Number of Prenatal Visits Recode
birth,1978,datayear,1,1,byte,Data year
birth,1978,shipnum,2,2,str2,Shipment number
birth,1978,rectype,11,1,byte,Record type
birth,1978,restatus,12,1,byte,Resident status
birth,1978,stateres,13,2,str2,NCHS State of Residence
birth,1978,cntyres,13,5,str5,NCHS County of Residence
birth,1978,cityres,18,3,str3,NCHS City of Residence
birth,1978,citrspop,21,1,str1,Population size - place of residence
birth,1978,smsares,22,3,str3,Standard Metropolitan Statistical Area SMSA of residence
birth,1978,metrores,25,1,str1,Met/Nonmet county of residence
birth,1978,divres,26,1,byte,Division of residence
birth,1978,stsubres,26,2,byte,State Subcode of Residence
birth,1978,statenat,28,2,str2,NCHS State of Occurence
birth,1978,cntynat,28,5,str5,NCHS County of Occurence
birth,1978,divocc,33,1,byte,Division of occurrence
birth,1978,stsubocc,33,2,byte,State Subcode of occurrence
birth,1978,csex,35,1,byte,Sex of Child
birth,1978,birattnd,36,1,byte,Attendant at birth
birth,1978,frace,37,1,byte,Race of Father
birth,1978,mrace,38,1,byte,Race of Mother
birth,1978,crace,39,1,byte,Race of Child
birth,1978,crace3,40,1,byte,Race of Child Recode
birth,1978,dmage,41,2,byte,Age of Mother
birth,1978,mage36,43,2,byte,Age of Mother recode 36
birth,1978,mage15,45,2,byte,Age of Mother recode 15
birth,1978,mage12,47,2,byte,Age of Mother recode 12
birth,1978,mage8,49,1,byte,Age of Mother recode 8
birth,1978,mage7,50,1,byte,Age of Mother recode 7
birth,1978,mage6,51,1,byte,Age of Mother recode 6
birth,1978,nlbnl,52,2,byte,Born alive - now living
birth,1978,nlbnd,54,2,byte,Born alive - now dead
birth,1978,nlbd,56,2,byte,Number of children born dead ( fetal deaths )
birth,1978,dtotord,58,2,byte,Total birth order
birth,1978,totord9,60,1,byte,Total birth order recode
birth,1978,dlivord,61,2,byte,Detail Live birth order
birth,1978,livord9,63,1,byte,Live birth order Recode 9
birth,1978,livord8,64,1,byte,Live birth order Recode 8
birth,1978,livord7,65,1,byte,Live birth order Recode 7
birth,1978,livord6,66,1,byte,Live birth order Recode 6
birth,1978,livord3,67,1,byte,Live birth order Recode 3
birth,1978,dfage,69,2,byte,Age of Father
birth,1978,fage11,71,2,byte,Age of Father Recode
birth,1978,dbirwt,73,4,int,Birthweight
birth,1978,birwt12,77,2,byte,Birthweight Recode 12
birth,1978,birwt3,79,1,byte,Birthweight Recode 3
birth,1978,pldel,80,1,byte,Place of Delivery
birth,1978,dplural,81,1,byte,Plurality
birth,1978,plural3,82,1,byte,Plurality recode 3
birth,1978,plural2,83,1,byte,Plurality recode 2
birth,1978,birmon,84,2,byte,Month of birth
birth,1978,birday,86,2,byte,Birth Date - Day
birth,1978,lmpmon,88,2,byte,Month Last Normal Menses Began
birth,1978,lmpday,90,2,byte,Day Last Normal Menses Began
birth,1978,lmpyr,92,1,str1,Year Last Normal Menses Began
birth,1978,dgestat,93,2,byte,Gestation
birth,1978,gestat10,95,2,byte,Gestation Recode 10
birth,1978,gestat3,97,1,byte,Gestation Recode 3
birth,1978,dmeduc,98,2,byte,Education of Mother Detail
birth,1978,meduc14,100,2,byte,Education of Mother Recode 14
birth,1978,meduc6,102,1,byte,Education of Mother Recode 6
birth,1978,dfeduc,103,2,byte,Education of Father
birth,1978,feduc14,105,2,byte,Education of Father Recode 14
birth,1978,dmar,107,1,byte,Marital Status
birth,1978,mar2,108,1,byte,Marital Status Recode 2
birth,1978,monprec,109,1,str1,Detail Month Prenatal Care began
birth,1978,mpre10,110,2,byte,Month Prenatal Care began Recode 10
birth,1978,mpre6,112,1,byte,Month Prenatal Care began Recode 6
birth,1978,llbmon,113,2,byte,Month of Last Live Birth
birth,1978,llbyr,115,2,byte,Year of Last Live Birth
birth,1978,disllb,117,3,int,Interval since last live birth
birth,1978,isllb17,120,2,byte,Interval since last live birth Recode 17
birth,1978,isllb10,122,2,byte,Interval since last live birth Recode 10
birth,1978,isllb8,124,1,byte,Interval since last live birth Recode 8
birth,1978,lfdmon,125,2,byte,Date of Last Fetal Death - Month
birth,1978,lfdyr,127,2,byte,Date of Last Fetal Death - Year
birth,1978,dlfd,130,3,int,Detail Interval Since Last Fetal Death
birth,1978,dterm,133,3,int,Detail Interval Since Termination of Last Pregnancy
birth,1978,term9,136,1,byte,Interval Since Termination of Last Pregnancy Recode 9
birth,1978,outcome,137,1,byte,Outcome of Last Pregnancy
birth,1978,mplbir,138,2,byte,Mother's Place of Birth
birth,1978,nprevis,140,2,byte,Total Number of Prenatal Visits
birth,1978,marstrflg,146,1,byte,Marital Status (by state) flag
birth,1978,educstrflg,147,1,byte,Education of Parents (By State) flag
birth,1978,lmprflg,148,1,byte,Date of Last Normal Menses (by state) flag
birth,1978,monprerflg,149,1,byte,Month prenatal care began (by state) flag
birth,1978,llbrflg,150,1,byte,Date of Last Live Birth (by State) flag
birth,1978,lfdrflg,151,1,byte,Date of Last Fetal Death (by State) flag
birth,1978,marsmsarflg,152,1,byte,Marital Status (by SMSA) flag
birth,1978,educsmsarflg,153,1,byte,Education of Parents (By State) flag
birth,1978,congenrflg,154,1,byte,Congenital Malformations (by state) flag
birth,1978,nprevisrflg,155,1,byte,Total Number of Prenatal Visits (by state) flag
birth,1978,omapsrflg,158,1,byte,One Minute Apgar Score (by state) flag
birth,1978,fmapsrflg,159,1,byte,Five Minute Apgar Score (by state) flag
birth,1978,marstoflg,161,1,byte,Marital Status (by state) flag
birth,1978,educstoflg,162,1,byte,Education of Parents (by state) flag
birth,1978,lmpoflg,163,1,byte,Date of last normal menses (by state) flg
birth,1978,monpreoflg,164,1,byte,Month prenatal care began (by state)
birth,1978,llboflg,165,1,byte,Date of last live birth (by state) flag
birth,1978,lfdoflg,166,1,byte,Date of last fetal death (by state) flag
birth,1978,congenflg,167,1,byte,Congenital Malformations (by state) flag
birth,1978,nprevisoflg,168,1,byte,Total Number of Prenatal Visits (by state) flag
birth,1978,omapsoflg,171,1,byte,One Minute Apgar Score (by state) flag
birth,1978,fmapsoflg,172,1,byte,Five Minute Apgar Score (by state) flag
birth,1978,attend,176,1,byte,Person in Attendance
birth,1978,oterml20,177,2,byte,Number of Other Terminations Before 20 Weeks
birth,1978,otermm20,179,2,byte,Number of Other Terminations After 20 Weeks
birth,1978,omaps,181,2,byte,One Minute Apgar Score
birth,1978,omapsr,183,1,byte,One Minute Apgar Score Recode
birth,1978,fmaps,184,2,byte,Five Minute Apgar Score
birth,1978,fmapsr,186,1,byte,Five Minute Apgar Score Recode
birth,1978,origm,187,2,byte,Origin or Descent of Mother
birth,1978,origf,189,2,byte,Origin or Descent of Father
birth,1978,recwt,208,1,byte,Record Weight
birth,1978,nprev28,209,2,byte,Number of Prenatal Visits Recode
birth,1978,nprev12,211,2,byte,Number of Prenatal Visits Recode
birth,1979,datayear,1,1,byte,Data year
birth,1979,shipnum,2,2,str2,Shipment number
birth,1979,reparea,4,1,str1,Reporting Area
birth,1979,rectype,11,1,byte,Record type
birth,1979,restatus,12,1,byte,Resident status
birth,1979,stateres,13,2,str2,NCHS State of Residence
birth,1979,cntyres,13,5,str5,NCHS County of Residence
birth,1979,cityres,18,3,str3,NCHS City of Residence
birth,1979,citrspop,21,1,str1,Population size - place of residence
birth,1979,smsares,22,3,str3,Standard Metropolitan Statistical Area SMSA of residence
birth,1979,metrores,25,1,str1,Met/Nonmet county of residence
birth,1979,divres,26,1,byte,Division of residence
birth,1979,stsubres,26,2,byte,State Subcode of Residence
birth,1979,statenat,28,2,str2,NCHS State of Occurence
birth,1979,cntynat,28,5,str5,NCHS County of Occurence
birth,1979,divocc,33,1,byte,Division of occurrence
birth,1979,stsubocc,33,2,byte,State Subcode of occurrence
birth,1979,csex,35,1,byte,Sex of Child
birth,1979,birattnd,36,1,byte,Attendant at birth
birth,1979,frace,37,1,byte,Race of Father
birth,1979,mrace,38,1,byte,Race of Mother
birth,1979,crace,39,1,byte,Race of Child
birth,1979,crace3,40,1,byte,Race of Child Recode
birth,1979,dmage,41,2,byte,Age of Mother
birth,1979,mage36,43,2,byte,Age of Mother recode 36
birth,1979,mage15,45,2,byte,Age of Mother recode 15
birth,1979,mage12,47,2,byte,Age of Mother recode 12
birth,1979,mage8,49,1,byte,Age of Mother recode 8
birth,1979,mage7,50,1,byte,Age of Mother recode 7
birth,1979,mage6,51,1,byte,Age of Mother recode 6
birth,1979,nlbnl,52,2,byte,Born alive - now living
birth,1979,nlbnd,54,2,byte,Born alive - now dead
birth,1979,nlbd,56,2,byte,Number of children born dead ( fetal deaths )
birth,1979,dtotord,58,2,byte,Total birth order
birth,1979,totord9,60,1,byte,Total birth order recode
birth,1979,dlivord,61,2,byte,Detail Live birth order
birth,1979,livord9,63,1,byte,Live birth order Recode 9
birth,1979,livord8,64,1,byte,Live birth order Recode 8
birth,1979,livord7,65,1,byte,Live birth order Recode 7
birth,1979,livord6,66,1,byte,Live birth order Recode 6
birth,1979,livord3,67,1,byte,Live birth order Recode 3
birth,1979,dfage,69,2,byte,Age of Father
birth,1979,fage11,71,2,byte,Age of Father Recode
birth,1979,dbirwt,73,4,int,Birthweight
birth,1979,birwt12,77,2,byte,Birthweight Recode 12
birth,1979,birwt3,79,1,byte,Birthweight Recode 3
birth,1979,pldel,80,1,byte,Place of Delivery
birth,1979,dplural,81,1,byte,Plurality
birth,1979,plural3,82,1,byte,Plurality recode 3
birth,1979,plural2,83,1,byte,Plurality recode 2
birth,1979,birmon,84,2,byte,Month of birth
birth,1979,birday,86,2,byte,Birth Date - Day
birth,1979,lmpmon,88,2,byte,Month Last Normal Menses Began
birth,1979,lmpday,90,2,byte,Day Last Normal Menses Began
birth,1979,lmpyr,92,1,str1,Year Last Normal Menses Began
birth,1979,dgestat,93,2,byte,Gestation
birth,1979,gestat10,95,2,byte,Gestation Recode 10
birth,1979,gestat3,97,1,byte,Gestation Recode 3
birth,1979,dmeduc,98,2,byte,Education of Mother Detail
birth,1979,meduc14,100,2,byte,Education of Mother Recode 14
birth,1979,meduc6,102,1,byte,Education of Mother Recode 6
birth,1979,dfeduc,103,2,byte,Education of Father
birth,1979,feduc14,105,2,byte,Education of Father Recode 14
birth,1979,dmar,107,1,byte,Marital Status
birth,1979,mar2,108,1,byte,Marital Status Recode 2
birth,1979,monprec,109,1,str1,Detail Month Prenatal Care began
birth,1979,mpre10,110,2,byte,Month Prenatal Care began Recode 10
birth,1979,mpre6,112,1,byte,Month Prenatal Care began Recode 6
birth,1979,llbmon,113,2,byte,Month of Last Live Birth
birth,1979,llbyr,115,2,byte,Year of Last Live Birth
birth,1979,disllb,117,3,int,Interval since last live birth
birth,1979,isllb17,120,2,byte,Interval since last live birth Recode 17
birth,1979,isllb10,122,2,byte,Interval since last live birth Recode 10
birth,1979,isllb8,124,1,byte,Interval since last live birth Recode 8
birth,1979,lfdmon,125,2,byte,Date of Last Fetal Death - Month
birth,1979,lfdyr,127,2,byte,Date of Last Fetal Death - Year
birth,1979,dlfd,130,3,int,Detail Interval Since Last Fetal Death
birth,1979,dterm,133,3,int,Detail Interval Since Termination of Last Pregnancy
birth,1979,term9,136,1,byte,Interval Since Termination of Last Pregnancy Recode 9
birth,1979,outcome,137,1,byte,Outcome of Last Pregnancy
birth,1979,mplbir,138,2,byte,Mother's Place of Birth
birth,1979,nprevis,140,2,byte,Total Number of Prenatal Visits
birth,1979,marstrflg,146,1,byte,Marital Status (by state) flag
birth,1979,educstrflg,147,1,byte,Education of Parents (By State) flag
birth,1979,lmprflg,148,1,byte,Date of Last Normal Menses (by state) flag
birth,1979,monprerflg,149,1,byte,Month prenatal care began (by state) flag
birth,1979,llbrflg,150,1,byte,Date of Last Live Birth (by State) flag
birth,1979,lfdrflg,151,1,byte,Date of Last Fetal Death (by State) flag
