product,year,column,bigquery_type,measurement_unit,source_variable,sentinels,note
birth,1976,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1977,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1978,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1979,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1980,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1981,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1982,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1983,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1984,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1985,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1986,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1987,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1988,prenatal_care_month_began,INT64,month,,99,month of pregnancy prenatal care began; 0 = no care
birth,1989,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1990,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1991,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1992,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1993,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1994,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1995,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1996,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1997,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1998,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,1999,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,2000,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,2001,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,2002,prenatal_care_month_began,INT64,month,monpre,99,month of pregnancy prenatal care began; 0 = no care
birth,2003,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2004,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2005,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2006,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2007,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2008,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2009,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2010,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2011,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2012,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2013,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2014,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2015,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2016,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2017,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2018,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2019,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2020,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2021,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2022,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2023,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,2024,prenatal_care_month_began,INT64,month,precare,99,month of pregnancy prenatal care began; 0 = no care
birth,1968,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,1970,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,1971,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,1972,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1973,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1974,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1975,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1976,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1977,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1978,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1979,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1980,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1981,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1982,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1983,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1984,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1985,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1986,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1987,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1988,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1989,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1990,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1991,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1992,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1993,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1994,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1995,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1996,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1997,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1998,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,1999,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,2000,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,2001,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,2002,prenatal_visits,INT64,,nprevis,99|88,total prenatal visits
birth,2003,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2004,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2005,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2006,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2007,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2008,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2009,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2010,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2011,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2012,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2013,prenatal_visits,INT64,,,99|88,total prenatal visits
birth,2014,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2015,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2016,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2017,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2018,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2019,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2020,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2021,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2022,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2023,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,2024,prenatal_visits,INT64,,previs,99|88,total prenatal visits
birth,1968,sex,STRING,,csex,,
birth,1970,sex,STRING,,csex,,
birth,1971,sex,STRING,,csex,,
birth,1972,sex,STRING,,csex,,
birth,1973,sex,STRING,,csex,,
birth,1974,sex,STRING,,csex,,
birth,1975,sex,STRING,,csex,,
birth,1976,sex,STRING,,csex,,
birth,1977,sex,STRING,,csex,,
birth,1978,sex,STRING,,csex,,
birth,1979,sex,STRING,,csex,,
birth,1980,sex,STRING,,csex,,
birth,1981,sex,STRING,,csex,,
birth,1982,sex,STRING,,csex,,
birth,1983,sex,STRING,,csex,,
birth,1984,sex,STRING,,csex,,
birth,1985,sex,STRING,,csex,,
birth,1986,sex,STRING,,csex,,
birth,1987,sex,STRING,,csex,,
birth,1988,sex,STRING,,csex,,
birth,1989,sex,STRING,,csex,,
birth,1990,sex,STRING,,csex,,
birth,1991,sex,STRING,,csex,,
birth,1992,sex,STRING,,csex,,
birth,1993,sex,STRING,,csex,,
birth,1994,sex,STRING,,csex,,
birth,1995,sex,STRING,,csex,,
birth,1996,sex,STRING,,csex,,
birth,1997,sex,STRING,,csex,,
birth,1998,sex,STRING,,csex,,
birth,1999,sex,STRING,,csex,,
birth,2000,sex,STRING,,csex,,
birth,2001,sex,STRING,,csex,,
birth,2002,sex,STRING,,csex,,
birth,2003,sex,STRING,,sex,,
birth,2004,sex,STRING,,sex,,
birth,2005,sex,STRING,,sex,,
birth,2006,sex,STRING,,sex,,
birth,2007,sex,STRING,,sex,,
birth,2008,sex,STRING,,sex,,
birth,2009,sex,STRING,,sex,,
birth,2010,sex,STRING,,sex,,
birth,2011,sex,STRING,,sex,,
birth,2012,sex,STRING,,sex,,
birth,2013,sex,STRING,,sex,,
birth,2014,sex,STRING,,sex,,
birth,2015,sex,STRING,,sex,,
birth,2016,sex,STRING,,sex,,
birth,2017,sex,STRING,,sex,,
birth,2018,sex,STRING,,sex,,
birth,2019,sex,STRING,,sex,,
birth,2020,sex,STRING,,sex,,
birth,2021,sex,STRING,,sex,,
birth,2022,sex,STRING,,sex,,
birth,2023,sex,STRING,,sex,,
birth,2024,sex,STRING,,sex,,
birth,1968,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1970,plurality,STRING,,,,top code caps at quintuplet+
birth,1971,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1972,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1973,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1974,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1975,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1976,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1977,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1978,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1979,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1980,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1981,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1982,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1983,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1984,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1985,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1986,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1987,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1988,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1989,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1990,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1991,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1992,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1993,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1994,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1995,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1996,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1997,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1998,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1999,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2000,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2001,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2002,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2003,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2004,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2005,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2006,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2007,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2008,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2009,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2010,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2011,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2012,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2013,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2014,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2015,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2016,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2017,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2018,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2019,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2020,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2021,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2022,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2023,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,2024,plurality,STRING,,dplural,,top code caps at quintuplet+
birth,1968,delivery_method_recode,STRING,,,,2003+
birth,1970,delivery_method_recode,STRING,,,,2003+
birth,1971,delivery_method_recode,STRING,,,,2003+
birth,1972,delivery_method_recode,STRING,,,,2003+
birth,1973,delivery_method_recode,STRING,,,,2003+
birth,1974,delivery_method_recode,STRING,,,,2003+
birth,1975,delivery_method_recode,STRING,,,,2003+
birth,1976,delivery_method_recode,STRING,,,,2003+
birth,1977,delivery_method_recode,STRING,,,,2003+
birth,1978,delivery_method_recode,STRING,,,,2003+
birth,1979,delivery_method_recode,STRING,,,,2003+
birth,1980,delivery_method_recode,STRING,,,,2003+
birth,1981,delivery_method_recode,STRING,,,,2003+
birth,1982,delivery_method_recode,STRING,,,,2003+
birth,1983,delivery_method_recode,STRING,,,,2003+
birth,1984,delivery_method_recode,STRING,,,,2003+
birth,1985,delivery_method_recode,STRING,,,,2003+
birth,1986,delivery_method_recode,STRING,,,,2003+
birth,1987,delivery_method_recode,STRING,,,,2003+
birth,1988,delivery_method_recode,STRING,,,,2003+
birth,1989,delivery_method_recode,STRING,,,,2003+
birth,1990,delivery_method_recode,STRING,,,,2003+
birth,1991,delivery_method_recode,STRING,,,,2003+
birth,1992,delivery_method_recode,STRING,,,,2003+
birth,1993,delivery_method_recode,STRING,,,,2003+
birth,1994,delivery_method_recode,STRING,,,,2003+
birth,1995,delivery_method_recode,STRING,,,,2003+
birth,1996,delivery_method_recode,STRING,,,,2003+
birth,1997,delivery_method_recode,STRING,,,,2003+
birth,1998,delivery_method_recode,STRING,,,,2003+
birth,1999,delivery_method_recode,STRING,,,,2003+
birth,2000,delivery_method_recode,STRING,,,,2003+
birth,2001,delivery_method_recode,STRING,,,,2003+
birth,2002,delivery_method_recode,STRING,,,,2003+
birth,2003,delivery_method_recode,STRING,,dmeth_rec,,2003+
birth,2004,delivery_method_recode,STRING,,dmeth_rec,,2003+
birth,2005,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2006,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2007,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2008,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2009,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2010,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2011,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2012,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2013,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2014,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2015,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2016,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2017,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2018,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2019,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2020,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2021,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2022,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2023,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,2024,delivery_method_recode,STRING,,rdmeth_rec,,2003+
birth,1968,birth_attendant,STRING,,birattnd,,
birth,1970,birth_attendant,STRING,,birattnd,,
birth,1971,birth_attendant,STRING,,birattnd,,
birth,1972,birth_attendant,STRING,,birattnd,,
birth,1973,birth_attendant,STRING,,birattnd,,
birth,1974,birth_attendant,STRING,,birattnd,,
birth,1975,birth_attendant,STRING,,attend,,
birth,1976,birth_attendant,STRING,,attend,,
birth,1977,birth_attendant,STRING,,attend,,
birth,1978,birth_attendant,STRING,,attend,,
birth,1979,birth_attendant,STRING,,attend,,
birth,1980,birth_attendant,STRING,,attend,,
birth,1981,birth_attendant,STRING,,attend,,
birth,1982,birth_attendant,STRING,,attend,,
birth,1983,birth_attendant,STRING,,attend,,
birth,1984,birth_attendant,STRING,,attend,,
birth,1985,birth_attendant,STRING,,attend,,
birth,1986,birth_attendant,STRING,,attend,,
birth,1987,birth_attendant,STRING,,attend,,
birth,1988,birth_attendant,STRING,,attend,,
birth,1989,birth_attendant,STRING,,birattnd,,
birth,1990,birth_attendant,STRING,,birattnd,,
birth,1991,birth_attendant,STRING,,birattnd,,
birth,1992,birth_attendant,STRING,,birattnd,,
birth,1993,birth_attendant,STRING,,birattnd,,
birth,1994,birth_attendant,STRING,,birattnd,,
birth,1995,birth_attendant,STRING,,birattnd,,
birth,1996,birth_attendant,STRING,,birattnd,,
birth,1997,birth_attendant,STRING,,birattnd,,
birth,1998,birth_attendant,STRING,,birattnd,,
birth,1999,birth_attendant,STRING,,birattnd,,
birth,2000,birth_attendant,STRING,,birattnd,,
birth,2001,birth_attendant,STRING,,birattnd,,
birth,2002,birth_attendant,STRING,,birattnd,,
birth,2003,birth_attendant,STRING,,attend,,
birth,2004,birth_attendant,STRING,,attend,,
birth,2005,birth_attendant,STRING,,attend,,
birth,2006,birth_attendant,STRING,,attend,,
birth,2007,birth_attendant,STRING,,attend,,
birth,2008,birth_attendant,STRING,,attend,,
birth,2009,birth_attendant,STRING,,attend,,
birth,2010,birth_attendant,STRING,,attend,,
birth,2011,birth_attendant,STRING,,attend,,
birth,2012,birth_attendant,STRING,,attend,,
birth,2013,birth_attendant,STRING,,attend,,
birth,2014,birth_attendant,STRING,,attend,,
birth,2015,birth_attendant,STRING,,attend,,
birth,2016,birth_attendant,STRING,,attend,,
birth,2017,birth_attendant,STRING,,attend,,
birth,2018,birth_attendant,STRING,,attend,,
birth,2019,birth_attendant,STRING,,attend,,
birth,2020,birth_attendant,STRING,,attend,,
birth,2021,birth_attendant,STRING,,attend,,
birth,2022,birth_attendant,STRING,,attend,,
birth,2023,birth_attendant,STRING,,attend,,
birth,2024,birth_attendant,STRING,,attend,,
birth,1968,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1970,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1971,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1972,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1973,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1974,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1975,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1976,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1977,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1978,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1979,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1980,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1981,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1982,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1983,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1984,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1985,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1986,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1987,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1988,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1989,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1990,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1991,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1992,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1993,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1994,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1995,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1996,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1997,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1998,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,1999,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,2000,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,2001,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,2002,apgar_score_5min,INT64,,,99,2003+; 0-10 score
birth,2003,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2004,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2005,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2006,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2007,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2008,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2009,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2010,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2011,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2012,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2013,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2014,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2015,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2016,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2017,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2018,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2019,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2020,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2021,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2022,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2023,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
birth,2024,apgar_score_5min,INT64,,apgar5,99,2003+; 0-10 score
death,1968,year,INT64,year,datayear,,partition
death,1969,year,INT64,year,datayear,,partition
death,1970,year,INT64,year,datayear,,partition
death,1971,year,INT64,year,datayear,,partition
death,1972,year,INT64,year,datayear,,partition
death,1973,year,INT64,year,datayear,,partition
death,1974,year,INT64,year,datayear,,partition
death,1975,year,INT64,year,datayear,,partition
death,1976,year,INT64,year,datayear,,partition
death,1977,year,INT64,year,datayear,,partition
death,1978,year,INT64,year,datayear,,partition
death,1979,year,INT64,year,datayear,,partition
death,1980,year,INT64,year,datayear,,partition
death,1981,year,INT64,year,datayear,,partition
death,1982,year,INT64,year,datayear,,partition
death,1983,year,INT64,year,datayear,,partition
death,1984,year,INT64,year,datayear,,partition
death,1985,year,INT64,year,datayear,,partition
death,1986,year,INT64,year,datayear,,partition
death,1987,year,INT64,year,datayear,,partition
death,1988,year,INT64,year,datayear,,partition
death,1989,year,INT64,year,datayear,,partition
death,1990,year,INT64,year,datayear,,partition
death,1991,year,INT64,year,datayear,,partition
death,1992,year,INT64,year,datayear,,partition
death,1993,year,INT64,year,datayear,,partition
death,1994,year,INT64,year,datayear,,partition
death,1995,year,INT64,year,datayear,,partition
death,1996,year,INT64,year,year,,partition
death,1997,year,INT64,year,year,,partition
death,1998,year,INT64,year,year,,partition
death,1999,year,INT64,year,year,,partition
death,2000,year,INT64,year,year,,partition
death,2001,year,INT64,year,year,,partition
death,2002,year,INT64,year,year,,partition
death,2003,year,INT64,year,year,,partition
death,2004,year,INT64,year,year,,partition
death,2005,year,INT64,year,year,,partition
death,2006,year,INT64,year,year,,partition
death,2007,year,INT64,year,year,,partition
death,2008,year,INT64,year,year,,partition
death,2009,year,INT64,year,year,,partition
death,2010,year,INT64,year,year,,partition
death,2011,year,INT64,year,year,,partition
death,2012,year,INT64,year,year,,partition
death,2013,year,INT64,year,year,,partition
death,2014,year,INT64,year,year,,partition
death,2015,year,INT64,year,year,,partition
death,2016,year,INT64,year,year,,partition
death,2017,year,INT64,year,year,,partition
death,2018,year,INT64,year,year,,partition
death,2019,year,INT64,year,year,,partition
death,2020,year,INT64,year,year,,partition
death,2021,year,INT64,year,year,,partition
death,2022,year,INT64,year,year,,partition
death,2023,year,INT64,year,year,,partition
death,2024,year,INT64,year,year,,partition
death,1968,death_month,INT64,month,monthdth,99,
death,1969,death_month,INT64,month,monthdth,99,
death,1970,death_month,INT64,month,monthdth,99,
death,1971,death_month,INT64,month,monthdth,99,
death,1972,death_month,INT64,month,monthdth,99,
death,1973,death_month,INT64,month,monthdth,99,
death,1974,death_month,INT64,month,monthdth,99,
death,1975,death_month,INT64,month,monthdth,99,
death,1976,death_month,INT64,month,monthdth,99,
death,1977,death_month,INT64,month,monthdth,99,
death,1978,death_month,INT64,month,monthdth,99,
death,1979,death_month,INT64,month,monthdth,99,
death,1980,death_month,INT64,month,monthdth,99,
death,1981,death_month,INT64,month,monthdth,99,
death,1982,death_month,INT64,month,monthdth,99,
death,1983,death_month,INT64,month,monthdth,99,
death,1984,death_month,INT64,month,monthdth,99,
death,1985,death_month,INT64,month,monthdth,99,
death,1986,death_month,INT64,month,monthdth,99,
death,1987,death_month,INT64,month,monthdth,99,
death,1988,death_month,INT64,month,monthdth,99,
death,1989,death_month,INT64,month,monthdth,99,
death,1990,death_month,INT64,month,monthdth,99,
death,1991,death_month,INT64,month,monthdth,99,
death,1992,death_month,INT64,month,monthdth,99,
death,1993,death_month,INT64,month,monthdth,99,
death,1994,death_month,INT64,month,monthdth,99,
death,1995,death_month,INT64,month,monthdth,99,
death,1996,death_month,INT64,month,monthdth,99,
death,1997,death_month,INT64,month,monthdth,99,
