name,bigquery_type,description,description_en,description_es,temporal_coverage,covered_by_dictionary,directory_column,measurement_unit,has_sensitive_data,observations,original_name
receives_contracts_and_financial_assistance,STRING,Indica se o beneficiário é uma entidade que recebe contratos e assistência financeira,Indicates whether the recipient is an entity that receives both contracts and financial assistance,Indica si el beneficiario es una entidad que recibe contratos y asistencia financiera,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,receives_contracts_and_financial_assistance
airport_authority,STRING,Indica se o beneficiário é uma autoridade aeroportuária,Indicates whether the recipient is an airport authority,Indica si el beneficiario es una autoridad aeroportuaria,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,airport_authority
council_of_governments,STRING,Indica se o beneficiário é um conselho de governos,Indicates whether the recipient is a council of governments,Indica si el beneficiario es un consejo de gobiernos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,council_of_governments
housing_authorities_public_tribal,STRING,Indica se o beneficiário é uma autoridade habitacional pública ou tribal,Indicates whether the recipient is a public or tribal housing authority,Indica si el beneficiario es una autoridad de vivienda pública o tribal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,housing_authorities_public_tribal
interstate_entity,STRING,Indica se o beneficiário é uma entidade interestadual,Indicates whether the recipient is an interstate entity,Indica si el beneficiario es una entidad interestatal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,interstate_entity
planning_commission,STRING,Indica se o beneficiário é uma comissão de planejamento,Indicates whether the recipient is a planning commission,Indica si el beneficiario es una comisión de planificación,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,planning_commission
port_authority,STRING,Indica se o beneficiário é uma autoridade portuária,Indicates whether the recipient is a port authority,Indica si el beneficiario es una autoridad portuaria,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,port_authority
transit_authority,STRING,Indica se o beneficiário é uma autoridade de transporte público,Indicates whether the recipient is a transit authority,Indica si el beneficiario es una autoridad de transporte público,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,transit_authority
subchapter_scorporation,STRING,Indica se o beneficiário é uma sociedade do tipo S corporation,Indicates whether the recipient is a subchapter S corporation,Indica si el beneficiario es una sociedad del tipo S corporation,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,subchapter_scorporation
limited_liability_corporation,STRING,Indica se o beneficiário é uma sociedade de responsabilidade limitada,Indicates whether the recipient is a limited liability corporation,Indica si el beneficiario es una sociedad de responsabilidad limitada,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,limited_liability_corporation
foreign_owned,STRING,Indica se o beneficiário é uma entidade de propriedade estrangeira,Indicates whether the recipient is a foreign owned entity,Indica si el beneficiario es una entidad de propiedad extranjera,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,foreign_owned
for_profit_organization,STRING,Indica se o beneficiário é uma organização com fins lucrativos,Indicates whether the recipient is a for-profit organization,Indica si el beneficiario es una organización con fines de lucro,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,for_profit_organization
nonprofit_organization,STRING,Indica se o beneficiário é uma organização sem fins lucrativos,Indicates whether the recipient is a nonprofit organization,Indica si el beneficiario es una organización sin fines de lucro,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,nonprofit_organization
other_not_for_profit_organization,STRING,Indica se o beneficiário é outra organização sem fins lucrativos,Indicates whether the recipient is another type of not-for-profit organization,Indica si el beneficiario es otra organización sin fines de lucro,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,other_not_for_profit_organization
the_ability_one_program,STRING,Indica se o beneficiário é uma entidade participante do programa AbilityOne,Indicates whether the recipient is a participant in the AbilityOne program,Indica si el beneficiario es una entidad participante del programa AbilityOne,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,the_ability_one_program
private_university_or_college,STRING,Indica se o beneficiário é uma universidade ou faculdade privada,Indicates whether the recipient is a private university or college,Indica si el beneficiario es una universidad o facultad privada,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,private_university_or_college
state_controlled_institution_of_higher_learning,STRING,Indica se o beneficiário é uma instituição de ensino superior controlada por governo estadual,Indicates whether the recipient is a state controlled institution of higher learning,Indica si el beneficiario es una institución de educación superior controlada por un gobierno estatal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,state_controlled_institution_of_higher_learning
land_grant_college_1862,STRING,Indica se o beneficiário é uma land-grant college criada pelo Morrill Act de 1862,Indicates whether the recipient is an 1862 Land Grant College,Indica si el beneficiario es una land-grant college creada por la Morrill Act de 1862,,yes,,,no,"Renomeada da coluna de origem, que começa com dígito",1862_land_grant_college
land_grant_college_1890,STRING,Indica se o beneficiário é uma land-grant college criada pelo Morrill Act de 1890,Indicates whether the recipient is an 1890 Land Grant College,Indica si el beneficiario es una land-grant college creada por la Morrill Act de 1890,,yes,,,no,"Renomeada da coluna de origem, que começa com dígito",1890_land_grant_college
land_grant_college_1994,STRING,Indica se o beneficiário é uma land-grant college tribal reconhecida em 1994,Indicates whether the recipient is a 1994 Land Grant College,Indica si el beneficiario es una land-grant college tribal reconocida en 1994,,yes,,,no,"Renomeada da coluna de origem, que começa com dígito",1994_land_grant_college
minority_institution,STRING,Indica se o beneficiário é uma instituição de ensino voltada a minorias,Indicates whether the recipient is a minority institution,Indica si el beneficiario es una institución educativa al servicio de minorías,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,minority_institution
historically_black_college,STRING,Indica se o beneficiário é uma universidade historicamente negra,Indicates whether the recipient is a historically Black college or university,Indica si el beneficiario es una universidad históricamente negra,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,historically_black_college
tribal_college,STRING,Indica se o beneficiário é uma faculdade tribal,Indicates whether the recipient is a tribal college,Indica si el beneficiario es una universidad tribal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,tribal_college
alaskan_native_servicing_institution,STRING,Indica se o beneficiário é uma instituição de ensino voltada a nativos do Alasca,Indicates whether the recipient is an Alaskan Native-serving institution,Indica si el beneficiario es una institución educativa al servicio de nativos de Alaska,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,alaskan_native_servicing_institution
native_hawaiian_servicing_institution,STRING,Indica se o beneficiário é uma instituição de ensino voltada a nativos havaianos,Indicates whether the recipient is a Native Hawaiian-serving institution,Indica si el beneficiario es una institución educativa al servicio de nativos hawaianos,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,native_hawaiian_servicing_institution
school_of_forestry,STRING,Indica se o beneficiário é uma escola de engenharia florestal,Indicates whether the recipient is a school of forestry,Indica si el beneficiario es una escuela de ingeniería forestal,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,school_of_forestry
veterinary_college,STRING,Indica se o beneficiário é uma faculdade de medicina veterinária,Indicates whether the recipient is a veterinary college,Indica si el beneficiario es una facultad de medicina veterinaria,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,veterinary_college
dot_certified_disadvantage,STRING,Indica se o beneficiário é uma empresa desfavorecida certificada pelo Departamento de Transportes,Indicates whether the recipient is a Department of Transportation certified disadvantaged business,Indica si el beneficiario es una empresa desfavorecida certificada por el Departamento de Transporte,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,dot_certified_disadvantage
self_certified_small_disadvantaged_business,STRING,Indica se o beneficiário é uma pequena empresa desfavorecida autodeclarada,Indicates whether the recipient is a self-certified small disadvantaged business,Indica si el beneficiario es una pequeña empresa desfavorecida autodeclarada,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,self_certified_small_disadvantaged_business
small_disadvantaged_business,STRING,Indica se o beneficiário é uma pequena empresa desfavorecida certificada,Indicates whether the recipient is a certified small disadvantaged business,Indica si el beneficiario es una pequeña empresa desfavorecida certificada,,yes,,,no,,small_disadvantaged_business
c8a_program_participant,STRING,Indica se o beneficiário é uma entidade participante do programa 8(a) da SBA,Indicates whether the recipient is a participant in the SBA 8(a) program,Indica si el beneficiario es una entidad participante del programa 8(a) de la SBA,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,c8a_program_participant
historically_underutilized_business_zone_hubzone_firm,STRING,Indica se o beneficiário é uma empresa sediada em zona historicamente subutilizada (HUBZone),Indicates whether the recipient is a firm located in a Historically Underutilized Business Zone (HUBZone),Indica si el beneficiario es una empresa ubicada en una zona históricamente subutilizada (HUBZone),,yes,,,no,Valores armazenados como 't' e 'f' na fonte,historically_underutilized_business_zone_hubzone_firm
sba_certified_8a_joint_venture,STRING,Indica se o beneficiário é uma joint venture 8(a) certificada pela SBA,Indicates whether the recipient is an SBA certified 8(a) joint venture,Indica si el beneficiario es una empresa conjunta 8(a) certificada por la SBA,,yes,,,no,Valores armazenados como 't' e 'f' na fonte,sba_certified_8a_joint_venture
highly_compensated_officer_1_name,STRING,"Nome do 1º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 1st most highly compensated officer, disclosed under FFATA","Nombre del 1º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_1_name
highly_compensated_officer_1_amount,FLOAT64,"Remuneração anual do 1º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 1st most highly compensated officer, disclosed under FFATA","Remuneración anual del 1º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_1_amount
highly_compensated_officer_2_name,STRING,"Nome do 2º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 2nd most highly compensated officer, disclosed under FFATA","Nombre del 2º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_2_name
highly_compensated_officer_2_amount,FLOAT64,"Remuneração anual do 2º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 2nd most highly compensated officer, disclosed under FFATA","Remuneración anual del 2º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_2_amount
highly_compensated_officer_3_name,STRING,"Nome do 3º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 3rd most highly compensated officer, disclosed under FFATA","Nombre del 3º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_3_name
highly_compensated_officer_3_amount,FLOAT64,"Remuneração anual do 3º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 3rd most highly compensated officer, disclosed under FFATA","Remuneración anual del 3º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_3_amount
highly_compensated_officer_4_name,STRING,"Nome do 4º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 4th most highly compensated officer, disclosed under FFATA","Nombre del 4º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_4_name
highly_compensated_officer_4_amount,FLOAT64,"Remuneração anual do 4º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 4th most highly compensated officer, disclosed under FFATA","Remuneración anual del 4º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_4_amount
highly_compensated_officer_5_name,STRING,"Nome do 5º dirigente mais bem remunerado do beneficiário, divulgado nos termos da FFATA","Name of the recipient's 5th most highly compensated officer, disclosed under FFATA","Nombre del 5º directivo mejor remunerado del beneficiario, divulgado conforme a la FFATA",,no,,,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_5_name
highly_compensated_officer_5_amount,FLOAT64,"Remuneração anual do 5º dirigente mais bem remunerado do beneficiário, divulgada nos termos da FFATA","Annual compensation of the recipient's 5th most highly compensated officer, disclosed under FFATA","Remuneración anual del 5º directivo mejor remunerado del beneficiario, divulgada conforme a la FFATA",,no,,USD,no,Divulgação obrigatória sob a FFATA para beneficiários que atendem aos critérios de receita e financiamento federal; em branco nos demais casos,highly_compensated_officer_5_amount
usaspending_permalink,STRING,Endereço permanente da página do auxílio ou contrato no USAspending.gov,Permanent link to the award page on USAspending.gov,Dirección permanente de la página de la ayuda o contrato en USAspending.gov,,no,,,no,Endereço construído pela fonte a partir da chave única do auxílio ou contrato,usaspending_permalink
initial_report_date,TIMESTAMP,Data e hora do primeiro envio do registro ao sistema de origem,Date and time the record was first submitted to the source system,Fecha y hora del primer envío del registro al sistema de origen,,no,,,no,,initial_report_date
last_modified_date,TIMESTAMP,Data e hora da última modificação do registro no sistema de origem,Date and time the record was last modified in the source system,Fecha y hora de la última modificación del registro en el sistema de origen,,no,,,no,,last_modified_date
